"dt_mes","id_cuenta_contable","id_entidad_contable","id_epigrafe_phc"
"20260331","19912156","3081","10301"
"20260331","19912553","3081","10301"
"20260331","19912555","3081","10301"
"20260331","19915115","3081","10301"
"20260331","19915149","3081","10301"
"20260331","19915153","3081","10301"
"20260331","19915154","3081","10301"
"20260331","19915155","3081","10301"
"20260331","19915156","3081","10301"
"20260331","19915515","3081","10301"
"20260331","19915553","3081","10301"
"20260331","19915554","3081","10301"
"20260331","19915555","3081","10301"
"20260331","19915556","3081","10301"
"20260331","19916153","3081","10301"
"20260331","19916154","3081","10301"
"20260331","19916155","3081","10301"
"20260331","19916156","3081","10301"
"20260331","19916553","3081","10301"
"20260331","19919115","3081","10301"
"20260331","19919121","3081","10301"
"20260331","19919149","3081","10301"
"20260331","19919153","3081","10301"
"20260331","19919154","3081","10301"
"20260331","19919155","3081","10301"
"20260331","19919156","3081","10301"
"20260331","19919515","3081","10301"
"20260331","19919553","3081","10301"
"20260331","19919556","3081","10301"
"20260331","19920153","3081","10301"
"20260331","19920154","3081","10301"
"20260331","19920155","3081","10301"
"20260331","19920156","3081","10301"
"20260331","19920553","3081","10301"
"20260331","19921153","3081","10302"
"20260331","19921154","3081","10302"
"20260331","19921155","3081","10302"
"20260331","19921156","3081","10302"
"20260331","19921553","3081","10302"
"20260331","19922599","3081","10201"
"20260331","19926000","3081","10301"
"20260331","19927000","3081","10301"
"20260331","20000000","3081","11102"
"20260331","20054000","3081","10902"
"20260331","20055000","3081","10902"
"20260331","20058000","3081","10902"
"20260331","20059000","3081","10902"
"20260331","20061000","3081","105"
"20260331","20100000","3081","11101"
"20260331","20101000","3081","11101"
"20260331","20102000","3081","11101"
"20260331","20103000","3081","11101"
"20260331","20104000","3081","11101"
"20260331","20105000","3081","11101"
"20260331","20106000","3081","11101"
"20260331","20107000","3081","11101"
"20260331","20108000","3081","11101"
"20260331","20109000","3081","11101"
"20260331","20110000","3081","11101"
"20260331","20111000","3081","11101"
"20260331","20112000","3081","11101"
"20260331","20113000","3081","11101"
"20260331","20114000","3081","11101"
"20260331","20115000","3081","11101"
"20260331","20116000","3081","11101"
"20260331","20200000","3081","11101"
"20260331","20400000","3081","11101"
"20260331","20401000","3081","11101"
"20260331","20402000","3081","11101"
"20260331","20403000","3081","11101"
"20260331","20404000","3081","11101"
"20260331","20405000","3081","11101"
"20260331","20406000","3081","11101"
"20260331","20407000","3081","11101"
"20260331","20408000","3081","11101"
"20260331","20409000","3081","11101"
"20260331","20410000","3081","11101"
"20260331","20411000","3081","11101"
"20260331","20412000","3081","11101"
"20260331","20413000","3081","11101"
"20260331","20414000","3081","11101"
"20260331","20415000","3081","11101"
"20260331","21100000","3081","11299"
"20260331","21101000","3081","112"
"20260331","21200000","3081","11299"
"20260331","21201000","3081","112"
"20260331","22000000","3081","11302"
"20260331","22100000","3081","11301"
"20260331","22101000","3081","11301"
"20260331","22102000","3081","11301"
"20260331","22103000","3081","11301"
"20260331","22104000","3081","11301"
"20260331","22109000","3081","11301"
"20260331","22110000","3081","11301"
"20260331","22112000","3081","11301"
"20260331","23000000","3081","11501"
"20260331","23001000","3081","11502"
"20260331","29000000","3081","10201"
"20260331","29001000","3081","299"
"20260331","29002000","3081","299"
"20260331","29007000","3081","11499"
"20260331","29008000","3081","299"
"20260331","29009000","3081","11499"
"20260331","29012000","3081","299"
"20260331","29100000","3081","11499"
"20260331","29102000","3081","11499"
"20260331","29103000","3081","11499"
"20260331","29104000","3081","11499"
"20260331","29303153","3081","10201"
"20260331","29303156","3081","10201"
"20260331","29303553","3081","10201"
"20260331","29306153","3081","10201"
"20260331","29306156","3081","10201"
"20260331","29306553","3081","10201"
"20260331","29400153","3081","10201"
"20260331","29400156","3081","10201"
"20260331","29400553","3081","10201"
"20260331","29400556","3081","10201"
"20260331","29402153","3081","10201"
"20260331","29402154","3081","10201"
"20260331","29402156","3081","10201"
"20260331","29402553","3081","10201"
"20260331","29409153","3081","10201"
"20260331","29409156","3081","10201"
"20260331","29409553","3081","10201"
"20260331","29409556","3081","10201"
"20260331","29410153","3081","10201"
"20260331","29500000","3081","11401"
"20260331","29502000","3081","11401"
"20260331","29503000","3081","11401"
"20260331","29504000","3081","11401"
"20260331","29505000","3081","11401"
"20260331","29506000","3081","11401"
"20260331","29508000","3081","11401"
"20260331","29509000","3081","11401"
"20260331","29900000","3081","11499"
"20260331","29904000","3081","11499"
"20260331","29906000","3081","11499"
"20260331","29908000","3081","10201"
"20260331","29909000","3081","10301"
